title,artist,lyrics,rank,last_week,peak_rank,weeks_on_chart,release_year,lyric_length,word_count,top_emotion,top_emotion_score,anger,disgust,fear,joy,neutral,sadness,surprise
Free,"Rumi, JINU, EJAE & Andrew Choi","I tried to hide but something broke I tried to sing, couldn't hit the notes The words kept catching in my throat I tried to smile, I was suffocating though But here with you, I can finally breathe You say you're no good, but you're good for me I've been hoping to change, now I know we can change But I won't if you're not by my side Why does it feel right every time I let you in? Why does it feel like I can tell you anything? All the secrets that keep me in chains, and All the damage that might make me dangerous You got a dark side, guess you're not the only one What if we both tried fighting what we're running from? We can't fix it if we never face it What if we find a way to escape it? We could be free, free We can't fix it if we never face it Let the past be the past 'til it's weightless Ooh, time goes by, and I lose perspective Yeah, hope only hurts, so I just forget it But you're breaking through all the dark in me when I thought that nobody could And you're waking up all these parts of me that I thought were buried for good Between imposter and this monster, I been lost inside my head Ain't no choice when all these voices keep me pointing towards no end It's just easy when I'm with you, no one sees me the way you do I don't trust it, but I want to, I keep coming back to Why does it feel right every time I let you in? Why does it feel like I can tell you anything? We can't fix it if we never face it What if we find a way to escape it? We could be free, free We can't fix it if we never face it Let the past be the past 'til it's weightless Oh, so take my hand, it's open (Free, free) What if we heal what's broken? (Free, free) I tried to hide but something broke I couldn't sing, but you give me hope We can't fix it if we never face it Let the past be the past 'til it's weightless",28,30,28,5,2025,386,380,joy,0.4638833701610565,0.033175691962242126,0.01432566437870264,0.030143197625875473,0.4638833701610565,0.28758925199508667,0.15537026524543762,0.015512491576373577
What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI","Nothing but the truth now Nothing but the proof of what I am The worst of what I came from, patterns I'm ashamed of Things that even I don't understand I tried to fix it, I tried to fight it My head was twisted, my heart divided My lies all collided I don't know why I didn't trust you to be on my side I broke into a million pieces, and I can't go back But now I'm seeing all the beauty in the broken glass The scars are part of me, darkness and harmony My voice without the lies, this is what it sounds like Why did I cover up the colors stuck inside my head? I should've let the jagged edges meet the light instead Show me what's underneath, I'll find your harmony The song we couldn't write, this is what it sounds like We're shattering the silence, we're rising, defiant Shouting in the quiet, ""You're not alone"" We listened to the demons, we let them get between us But none of us are out here on our own So we were cowards, so we were liars So we're not heroes, we're still survivors The dreamers, the fighters, no lying, I'm tired But dive in the fire, and I'll be right here by your side We broke into a million pieces, and we can't go back But now we're seeing all the beauty in the broken glass The scars are part of me, darkness and harmony My voice without the lies, this is what it sounds like Why did we cover up the colors stuck inside our head? Get up and let the jagged edges meet the light instead Show me what's underneath, I'll find your harmony Fearless and undefined, this is what it sounds like (Oh, hey) This is what it sounds like (Oh, oh, oh) Hey, hey This is what it sounds like (Oh, oh, oh) Hey, hey This is what it sounds like (Oh, oh, oh) Hey, hey Oh, this is what it—, this is what it— This is what it sounds like We broke into a million pieces, and we can't go back But now I'm seeing all the beauty in the broken glass The scars are part of me, darkness and harmony My voice without the lies, this is what it sounds like Why did we cover up the colors stuck inside our head? Get up and let the jagged edges meet the light instead Show me what's underneath, I'll find your harmony Fearless and undefined, this is what it sounds like My voice without the lies, this is what it sounds like Fearless and undefined, this is what it sounds like Truth after all this time, our voices all combined When darkness meets the light, this is what it sounds like",29,31,29,5,2025,477,469,sadness,0.647696852684021,0.02791833132505417,0.10986149311065674,0.15261703729629517,0.003300835145637393,0.024499304592609406,0.647696852684021,0.03410613164305687
Undressed,sombr,"You had a dream, you wanted better You were sick of all the holes in your sweater You looked to me and wondered whether I was the lamppost to which you were tethered I'm lookin' at you, and you're lookin' at me But the glimmer in your eyes is sayin' you wanna leave You're sayin' to me what you're sayin' to me But the glimmer in your eyes is telling me other things I don't wanna get undrеssed For a new person all ovеr again I don't wanna kiss someone else's neck And have to pretend it's yours instead I took the train to see my mother I look across the tracks to see you with another There's nothin' worse than seein' your lover Moving on while you still suffer I'm lookin' at you, and you're lookin' at me But the glimmer in your eyes is sayin' you wanna leave You're sayin' to me what you're sayin' to me But the glimmer in your eyes is telling me other things I don't wanna get undressed For a new person all over again I don't wanna kiss someone else's neck And have to pretend it's yours instead And I don't wanna learn another scent I don't want the children of another man To have the eyes of the girl I won't forget I won't forget I don't wanna get undressed For a new person all over again I don't wanna kiss someone else's neck And have to pretend it's yours instead I don't wanna get undressed For a new person all over again",30,29,25,17,2025,265,262,fear,0.45506513118743896,0.1912393867969513,0.041010499000549316,0.45506513118743896,0.010665610432624817,0.13355398178100586,0.15576307475566864,0.01270241942256689
What Did I Miss?,Drake,"I don't give a fuck if you love me, I don't give a fuck if you like me Askin' me, ""How did it feel?"" Can't say it didn't surprise me Last time I looked to my right, you niggas was standing beside me How can some people I love hang around pussies who try me? Let's go What did I miss? What did I miss? What did I miss? What did I miss? Let's go, let's go I'm whippin' around on like six hundred acres, let's go, let's go, let's go You niggas just better not ask for no favors, let's go, let's go, let's go It's love for my brothers and death to a traitor, let's go She might decide to say no to me now, but say yеs to me later, let's go Hеr ass is all natty like Florida Gator, let's go You switched on the guys and supported a hater, let's go What's the get-back for niggas? It's TBD I look at this shit like a BTC Could be down this week, then I'm up next week I don't give a fuck if you love me, I don't give a fuck if you like me Askin' me ""How did it feel?"" Can't say it didn't surprise me Last time I looked to my right, you niggas was standing beside me How can some people I love hang around pussies who try me? Let's go What did I miss? What did I miss? What did I miss? What did I miss? Let's go Ayy, let's go, let's go Ayy, ayy, let's go, let's go Ayy, ayy, let's go Ayy, let's go, ayy, let's go Yeah, niggas get punched in the face on some TLC shit, on the dead guys Some TLC shit 'cause, my nigga, you gon' need a chilly ice pack for your left eye I'm back in your city tonight, walkin' around with my head high I saw bro went to Pop Out with them, but been dick riding gang since ""Headlines"" It feels like nobody's there until you start givin' out two-tones And nobody cares until they in front of your tombstone Y'all been on that type of timing for too long Iceman, Tiffany blue stones I done made plenty shit right out of two wrongs, shit, let's go Let's go Let's go, let's go Ayy, yeah Let's go, let's go Yeah, yeah, let's go Yeah, let's go, let's go What did I miss? When I was looking at y'all and cooking with y'all And giving out verses and bookings to y'all? Making sure wires were hit, man, what did I miss? When you was all in my crib, liquor and hoes Word for word at all of the shows You always felt like this, man, what did I miss?",31,23,2,4,2025,508,466,surprise,0.41440078616142273,0.14182639122009277,0.014868097379803658,0.05934208258986473,0.019335931167006493,0.06495941430330276,0.28526729345321655,0.41440078616142273
Back To Friends,sombr,Touch my body tender 'Cause the feeling makes me weak Kicking off the covers I see the ceiling while you're looking down at me How can we go back to being friends When we just shared a bed? How can you look at me and pretend I'm someone you've never met? It was last December You were layin' on my chest I still remember I was scared to take a breath Didn't want you to movе your head How can we go back to being friеnds When we just shared a bed? (Yeah) How can you look at me and pretend I'm someone you've never met? The devil in your eyes Won't deny the lies you've sold I'm holding on too tight While you let go This is casual How can we go back to being friends When we just shared a bed? (Yeah) How can you look at me and pretend I'm someone you've never met? How can we go back to being friends When we just shared a bed? (Yeah) How can you look at me and pretend I'm someone you've never met? I'm someone you've never met (Yeah),32,42,31,18,2024,197,191,fear,0.9240948557853699,0.004919270984828472,0.008185546845197678,0.9240948557853699,0.0019206175347790122,0.011907095089554787,0.035891443490982056,0.013081110082566738
Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI","Takedown, takedown Takedown, down, down, down (HUNTR/X girls to the world) Takedown, takedown Takedown, down, down, down (It's a takedown) So sweet, so easy on the eyes, but hideous on the inside Whole life spreading lies, but you can't hide, baby, nice try I'm 'bout to switch up these vibes, I finally opened my eyes It's time to kick you straight back into the night 'Cause I see your real face and it's ugly as sin Time to put you in your place 'cause you're rotten within When your patterns start to show It makes the hatred wanna grow outta my veins I don't think you're ready for the takedown Break you into pieces in a world of pain, 'cause you're all the same Yeah, it's a takedown A demon with no feelings, don't deserve to live, it's so obvious I'ma gear up and take you down Woah-oh, da-da-da, down It's a takedown Woah-oh, da-da-da, down I'ma take it down Woah-oh, da-da-da, down It's a takedown Woah-oh, da-da-da, down (Take it down) It's a takedown, I'ma take you out, you break down like, ""What?"" It's a takedown, I'ma take you out and I ain't gonna stop 정신을 놓고 널 짓밟고 칼을 새겨놔 You'll be beggin' and cryin', all of you dyin', never miss my shot When your patterns start to show It makes the hatred wanna grow out of my veins I don't think you're ready for the takedown 당당하게 어둠 앞에 다가서 다 무 너뜨려 Yeah, it's a takedown A demon with no feelings, don't deserve to live, it's so obvious I'ma gear up and take you down Woah-oh, da-da-da, down It's a takedown Woah-oh, da-da-da, down I'ma take it down (Watch me do it, yeah) Woah-oh, da-da-da, down It's a takedown (Ooh) Woah-oh, da-da-da, down (Ooh) Oh, you're the master of illusion 나를 속이려 하지 마 Look at all the masses that you're foolin' But they'll turn on you soon, so how? How can you sleep or live with yourself? A broken soul trapped in a nastiest shell 영혼 없는 니 목숨을 끊으러 and watch you die You can try but you can't hide It's a takedown, I'ma take you out, you break down like, ""What?"" It's a takedown, I'ma take you out and I ain't gonna stop I'ma cut you open, lose control, then rip out your heart You'll be beggin' and cryin', all of you dyin' I'ma gear up and take you down Woah-oh, da-da-da, down (La-la-la) It's a takedown Woah-oh, da-da-da, down (Yeah-yeah, yeah-yeah, yeah) I'ma take it down Woah-oh, da-da-da, down (Ooh) It's a takedown (Ooh) Woah-oh, da-da-da, down (Watch me do it, yeah) Take it down",33,39,33,5,2025,446,443,disgust,0.9240315556526184,0.02259216085076332,0.9240315556526184,0.020635126158595085,0.0015268265269696712,0.012409745715558529,0.016246158629655838,0.0025583812966942787
Blue Strips,jessie murph,"Boy, I ain't mad Boy, I ain't mad Boy, I ain't mad at you I had to get back at you I had to get back at you I just bought a mansion in Malibu You know how I get with an attitude Yeah, you got me throwing blue strips Bare tits in the strip club Throwing ones At your bitch And I know you know what's going on I'm going home, l'ma take it off for him I'ma strip down all your wrongs, yeah Boy, I ain't mad Boy, I ain't mad Boy, I ain't mad at you I had to get back at you I had to get back at you, yeah Got a new man Got a new damn mansion in Malibu I had to get back at you I had to get back at you Smoking cigarettes on balconies I ain't jumping, but I'll die to settle scores All your business getting back to me You don't know it but it's 'bout to be a war, yeah Blue strips Bare tits in a strip club Throwing ones At your bitch And I know you know what's going on I'm going home, l'ma take it off for him I'ma strip down all your wrongs, yeah Boy, I ain't mad Boy, I ain't mad Boy, I ain't mad at you I had to get back at you I had to get back at you, yeah Got a new man Got a new damn mansion in Malibu I had to get back at you I had to get back at you Had to get back at you I just bought a mansion in Malibu Boy, I ain't mad Boy, I ain't mad Boy, I ain't mad at you I had to get back at you I had to get back at you, yeah Got a new man Got a new damn mansion in Malibu I had to get back at you I had to get back at you Boy, I ain't mad Boy, I ain't mad Boy, I ain't mad at you I had to get back at you I had to get back at you, yeah Got a new man Got a new damn mansion in Malibu I had to get back at you I had to get back at you",34,26,15,16,2025,387,383,anger,0.5986078381538391,0.5986078381538391,0.13496488332748413,0.025181081146001816,0.02240723930299282,0.09774149954319,0.09159296751022339,0.029504574835300446
Backup Plan,Bailey Zimmerman & Luke Combs,"So your back's backed up against the wall And the bandwagon's fallin' right off And your hearin' all the talk about ""Maybe you should think about what you're gonna do if it don't work out"" It ain't about if it makes sense 'Cause if the boot do, it don't fit As far as I can see, there ain't no way to be Somebody if you're just 'gon quit So, if you got a fire, don't lose it If you got a do-or-die dream, do it If you got something to prove, go on and prove it Don't let nobody clip your wings Keep your head down, keep on the blinders Tune out the doubters and all the closed minders If it's in your blood Fallin' down ain't enough to change who you were born to be Gettin' back up, that's the only backup plan you need Well life's got a lot of sticks and stones And a blade that'll cut you to the bone But if you're doing what you love and it kills you Well, you can live with that all day long So, if you got a fire, don't lose it If you got a do-or-die dream, do it If you got something to prove, go on and prove it Don't let nobody clip your wings Keep your head down, keep on the blinders Tune out the doubters and all the closed minders If it's in your blood Fallin' down ain't enough to change who you were born to be Gettin' back up, that's the only backup plan you need So if you got a fire, don't lose it If you got a do-or-die dream, do it If you got something to prove, go on and prove it Don't let nobody clip your wings Keep your head down, keep on the blinders Tune out the doubters and all the closed minders If it's in your blood Fallin' down ain't enough to change who you were born to be Gettin' back up, that's the only backup plan you need Yeah, gettin' back up, that's the only backup plan you need",35,34,34,13,2025,355,351,anger,0.492861270904541,0.492861270904541,0.10290682315826416,0.03874487057328224,0.020981580018997192,0.26203805208206177,0.07148648053407669,0.010980907827615738
30 For 30,SZA With Kendrick Lamar,"I used to think about immature things You know, like Do you love me? Do you want me? Are you gon' call me like you said you would? Is this really your real phone number? Some of y'all gon' get washed (Washed) Some of y'all just gon' pop shit Some of y'all just gon' talk (Talk) But none of y'all ain't really 'bout shit Some of y'all just look lost (Lost, yeah) I get this type of feeling you ain't accustomed to I swear I'd be at peace if it weren't for you (Yeah, yeah) Only want your love if it's solid But if it's fuck me, then fuck you (Huh) And that's the way I like it That's the way I like it And that's the way I like it Ain't crackin' a smile for none of these bitches That's the way I like it I'm wipin' 'em down in front of they nigga That's the way I like it I'm thirty for thirty, I'm thirty for thirty, I'm thirty for thirty, I'm thirty for thirty, I'm Chat Should I fold that bitch, no yoga mat? Chat Should I dead that nigga? Don't hit me back Chat Should've ran down on you, no questions asked Chat, chat, they chattin', they chat When the sun go down, everything make me feel lonely, yeah Had a lil' side thing, but right now, he's just the homie Tryna feel good inside, he never wanna hold me Pipe me up, you get me hype, you my favorite coach Come press the line Fucking stress off, that's my only vice I take it off when he tell me if I'm feelin' fine I run it up, risk it all like I'm rolling dice Takin' it all, it's my second life That's me (That's me) Passed out in a Maybach seat ('Bach seat) Crashed out on a black-sand beach (Uh) Already know my body Already know that's me Bitch shit, then you might get minked Mink, mink, mink Only want the love if it's solid Some of y'all gon' get washed (Washed) Some of y'all just gon' pop shit Some of y'all just gon' talk (Talk) But none of y'all ain't really 'bout shit Some of y'all just look lost (Lost, yeah) I get this type of feeling you ain't accustomed to I swear I'd be at peace if it weren't for you (Yeah, yeah) Only want your love if it's solid But if it's fuck me, then fuck you (Huh) And that's the way I like it Everything been otay (Otay) They salute me so damn much, every time I show up, nigga about-face Everything no cut, I fuck y'all up, I'm really gon' trip 'bout bae (Mm-mm) Blow the '87 guts, why they waitin' on us? Tell 'em I was on PCH You fuckin' with niggas that's thinkin' they cuter than you, oh Say you on your cycle, but he on his period too, oh The tables been turnin' so much, I was thinkin' it's foosball The tenderness of 'em, mistakin' 'em for some wagyu, oh Walk, talk like Kenny, like boss Like Solána, I promise, more buzz, it's a wasp It's a crater or a spaceship, shut the fuck up, get lost No favors, I'll wager whatever you worth, I ball Somethin' about a conservative, regular girl that still can beat a bitch ass Thorough as fuck, don't need your bitch ass Psychic as fuck, can read your bitch ass Zodiac sign, it must be a Gemini moon 'cause, shit, we about to go half Mistakenly, nobody been in they bag, but how many bodies done been in her bed? Some of y'all gon' get washed (Washed) Some of y'all just gon' pop shit Some of y'all just gon' talk (Talk) But none of y'all ain't really 'bout shit Some of y'all just look lost (Lost, yeah) I get this type of feeling you ain't accustomed to I swear I'd be at peace if it weren't for you (Yeah, yeah) Only want your love if it's solid But if it's fuck me, then fuck you (Huh) And that's the way I like it That's the way I like it That's the way I like it Ain't crackin' a smile for none of these bitches That's the way I like it I'm wipin' 'em down in front of they nigga That's the way I like it I'm thirty for thirty, I'm thirty for thirty, I'm thirty for thirty, I'm thirty for thirty, I'm Chat Should I fold that bitch, no yoga mat? Chat Should I dead that nigga, no strings attached? Chat Should've ran down on you, no questions asked Chat, they chattin', they chattin', they chat Chat Do I let him bump his gums or get him whacked? Chat Do I take his head off and wear it for fashion? Chat Do I do my stuff and take it to the max? Chat, they chattin', they chattin', they chat",36,40,10,32,2024,868,827,sadness,0.3580605983734131,0.0683383122086525,0.17283235490322113,0.03085383214056492,0.024235190823674202,0.32394978404045105,0.3580605983734131,0.021729933097958565
Nokia,Drake,"Who's callin' my phone? (Who's callin' that shit?) Who's callin' my phone? (Who's callin' that shit?) Who's callin' my phone? (Who's callin' that shit?) Who's callin' my phone? (Who's callin' that shit?) Who's callin' my phone? (Who? Who?) Who's callin' my phone? (Who? Who?) Who's callin' my phone? (Yeah, yeah) Who's callin' my phone? (OVO Sound, 2025) Who's callin' my phone? (Who's callin' that shit?) Who's callin' my phone? Is it Stacy? (Who's callin' my phone?) Is it Becky? (Who's callin' my phone?) Is it Keisha? (Who's callin' my phone?) Is it Ashley? (Who's callin' my phone?) Was it Dani? (Who's callin' my phone?) Is it PARTY? (Who's callin' my phone?) Where's the function? (Where the fuck the function?) Send the addy (Where the fuck the function?) The way I feel right now, I feel like we need to be all alone So if you just playin' around, you need to tell your girl, ""Take your fine ass home,"" and that's real Stop teasin' me, yeah, what? Stop teasin' me I could change your life so easily I keep beggin' you to stay, but you're leavin' me Leavin' me, we got sticks in the club illegally Got the whole 6ix side, they believe in me We got members east of the DVP We got members west on the 401 We had a lock on the game, but it's more to come You gotta pop that ass 'til the morning come You want shots for the girls? Then order some Who's callin' my phone? (Who's callin' that?) Who's callin' my phone? (Who's callin' that shit?) Who's callin' my phone? (Who's callin' that shit?) Who's callin' my phone? (Who's callin' that shit?) Who's callin' my phone? (Who? Who?) Who's callin' my phone? (Who? Who?) Who's callin' my phone? (Who? Who?) Who's callin' my— (Ayy) Is it Stacy? (Who's callin' my phone?) Is it Becky? (Who's callin' my phone?) Is it Keisha? (Who's callin' my phone?) Is it Ashley? (Who's callin' my phone?) Was it Dani? (Who's callin' my phone?) Is it PARTY? (Who's callin' my phone?) Where's the function? (Where the fuck the function?) Send the addy (Where the fuck the function?) Baby girl Baby girl Baby girl Baby girl Let me see you do your dance, let me see you twirl Shakin' ass in the club with your homegirls Take a pic for the 'Gram, show the whole world (Show the whole world), yeah Is that your bestie? I'ma ice both of y'all like Gretzky I'ma at you like bless me Hit the dance floor, get nasty, impress me Baby girl Let me see you do your dance, let me see you twirl Shakin' ass in the club with your homegirls Take a pic for the 'Gram, show the whole world (Show the whole world), yeah Is that your bestie? I'ma ice both of y'all like Gretzky I'ma at you like bless me Hit the dance floor, get nasty, impress me Ayy, how many hoes in this club? Is it just me and you, my love? I don't mean to call you no ho I just heard about the things that you do, my love And you're just like me, if it's true, my love, ayy You could see right through my love, ayy I see your waist shrunk, my love, ayy You got some bass in the trunk, my love, damn How many hoes in this club? Is it really just me, my love? You know my dad 'nem pimpin' for real You ever been down to Memphis, Tennessee, my love? Uh I ain't sayin' I agree, my love I'm just tellin' you the things that I see, my love I got drinks, jokes, sex, and cash Those are four things I can guarantee, my love, ayy Baby girl Let me see you do your dance, let me see you twirl Shakin' ass in the club with your homegirls Take a pic for the 'Gram, show the whole world (Show the whole world), yeah Is that your bestie? I'ma ice both of y'all like Gretzky I'ma at you like bless me Hit the dance floor, get nasty, impress me Baby girl Let me see you do your dance, let me see you twirl Shakin' ass in the club with your homegirls Take a pic for the 'Gram, show the whole world (Show the whole world), yeah Is that your bestie? I'ma ice both of y'all like Gretzky I'ma at you like bless me Hit the dance floor, get nasty, impress me",37,32,2,24,2025,792,751,surprise,0.5624623894691467,0.16438062489032745,0.09334294497966766,0.06076119840145111,0.008077150210738182,0.08866313844919205,0.02231256477534771,0.5624623894691467
Back In The Saddle,Luke Combs,"I've been gone for a little too long I've been waitin' on the drummer to kick off a comeback song I've been waitin' in the wings like a dog on a chain I can feel this fire buildin' up a little wild in it Went and checked the wire, sure enough, there's live in it Try to stop it, but I can't It's callin' my name 'Cause I'm back in the saddle like some old cowboy, who dug his way out of his grave Pulled up his boots, put his pistol on his hip, climbed up and took hold of the reins Don't worry where I've been, I'm back in the saddle again This time, I'm takin' what's mine Like a long lost out west outlaw outta his mind I'm ridin' into town, no turnin' back now 'Cause I'm back in the saddle like some old cowboy, who dug his way out of his grave Pulled up his boots, put his pistol on his hip, climbed up and took hold of the reins Don't worry where I've been, I'm back in the saddle again 'Cause I'm back in the saddle like some old cowboy, who dug his way out of his grave Pulled up his boots, put his pistol on his hip, climbed up and took hold of the reins Don't worry where I've been, I'm back in the saddle again Don't worry where I've been, I'm back in the saddle again",38,0,38,1,2025,249,242,fear,0.7436665296554565,0.12964685261249542,0.014819374307990074,0.7436665296554565,0.0049891420640051365,0.07226547598838806,0.019745267927646637,0.014867380261421204
Crazy Train,Ozzy Osbourne,"All aboard, hahahahahaha Ayy Crazy, but that's how it goes Millions of people living as foes Maybe it's not too late To learn how to love and forget how to hate Mental wounds not healing Life's a bitter shame I'm going off the rails on a crazy train I'm going off the rails on a crazy train (Let's go) I've listened to preachers, I've listened to fools I've watched all the dropouts, who make their own rules One person conditioned to rule and control The media sells it and you live the role Mental wounds still screaming Driving me insane I'm going off the rails on a crazy train I'm going off the rails on a crazy train I know that things are going wrong for me You gotta listen to my words, yeah, yeah Heirs of a cold war, that's what we've become Inheriting troubles, I'm mentally numb Crazy, I just cannot bear I'm living with something that just isn't fair Mental wounds not healing Who and what's to blame? I'm going off the rails on a crazy train I'm going off the rails on a crazy train Hahahahahahaha The ledge, haha, the edge, edge",39,46,39,2,1980,237,196,anger,0.6109837889671326,0.6109837889671326,0.07153144478797913,0.005815144162625074,0.024368399754166603,0.13981498777866364,0.11470047384500504,0.03278584033250809
Yukon,Justin Bieber,"In the city, uh 'Member you used to drive a Yukon I pick up whenever you call In the parkin' lot in Tucson, like Uh, are you with me? In the Phantom with the roof gone I pull up like Jimmy Neutron I can help you get a move on like U-Haul And I know Uh, you like to go slow But we could go faster Tell me the password Slide city, slide city You know what that means, uh I'm coming up on you quickly, mm I bring nice things, uh Slide city, slide Plenty other men tryna get in the bed So I'ma get slouched instead I know it's gon' makе you beg What would I do (What would I do?) If I didn't love you, babe? What would I do if I didn't lovе you, babe? What would I do (What would I do?) If I didn't love you? Mm (Yeah), mm Just wanna be the one to give you what you want I could put you in the Yves Saint Laurent Ridin' 'round town with your hair down, uh (True) I know you like it when I tell you what you want Keep your plan, what you're doin' with me tomorrow I can tell your friends you need your mantra I know, I know Uh, you like to go slow But we could go faster Tell me the password (Uh) Slide city, slide city You know what that means, uh I'm coming up on you quickly, mm I bring nice things (Yeah, baby, I'll bring nice things) Slide city, slide Plenty other men tryna get in the bed So I'ma get slouched instead I know it's gon' make you beg What would I do, uh If I didn't love you, babe? What would I do If I didn't love you, babe? What would I do (What would I do?) If I didn't love you? (What would I, what would I do?) Love you, love you Love you, love you Love you, love you Love you, love you",40,38,17,3,2025,344,341,neutral,0.6704683899879456,0.03679177537560463,0.023044293746352196,0.024036753922700882,0.03598139062523842,0.6704683899879456,0.02461681328713894,0.1850605309009552
Burning Blue,Mariah the Scientist,"I got that blue fever Cold as ice 'til you came near You're like another fire-breathing creature But it don't burn how it appears It's true you could make me melt But don't you forget it if the person you fell for ever do, freezes It's only because you ain't here I can feel it in the air My cold sweat dripping everywhere I'm all wet I don't even care as long as you're Right (Right) here (Here) laying in my bed I'll forget (Forget) what everyone said I'm all in I couldn't care less as long as you're As long as you're a true (True) leader (Leader) Then I'll oblige, promise to please ya (Please ya) But if you open fire, then it's treason And I decide to go out swinging If you shoot, then you can bet Every single dollar and your last few cents That I will too, and I mean it Tell me, where do we go from here? I can feel it in the air My cold sweat dripping everywhere I'm all wet I don't even care as long as you're Right (Right) here (Here) laying in my bed I'll forget (Forget) what everyone said I'm all in I couldn't care less as long as you're Burning blue Burning blue I'm burning blue I'm letting it burn, letting it burn And I can feel it in the air My cold sweat dripping everywhere (Dripping, dripping) I'm all wet I don't even care as long as you're Right here laying in my bed I'll forget what everyone said I'm all in I couldn't care less as long as you're Burning blue Burning blue I'm burning blue, I'm— Letting it burn, letting it burn",41,36,25,13,2025,324,287,anger,0.43497592210769653,0.43497592210769653,0.10516689717769623,0.21388722956180573,0.004449009895324707,0.18320074677467346,0.047335971146821976,0.010984286665916443
After All The Bars Are Closed,Thomas Rhett,"After all the bars are closed Tell me where you wanna go We can find a place to park Open the bottle and our hearts If you want, I'll tell you anything you wanna know After everybody leaves And this party's just you and me We don't gotta say we're done We can just wait up for the sun We still got a lot of good night left to go After all the bars are closed And they play the last song Blow out the neon Don't gotta go home But we can't stay here And them records all spun But the dancin' ain't done The night's only begun We can go anywhere Take a ride to the boondocks Turn my truck to a boombox, yeah Secret spot maybe you got After all the bars are closed Tell me where you wanna go We can find a place to park Open the bottle and our hearts If you want, I'll tell you anything you wanna know After everybody leaves And this party's just you and me We don't gotta say we're done We can just wait up for the sun We still got a lot of good night left to go After all the bars are closed And you kiss me like that Like a shot of straight Jack Baby, you're my nightcap Take it right back After them after hours Be your bartender on the kitchen counter Wrappin' up the night, arms wrapped around ya Baby, now we're talkin' After all the bars are closed (All the bars are closed) Tell me where you wanna go (Where you wanna go?) We can find a place to park Open the bottle and our hearts If you want, I'll tell you anything you wanna know After everybody leaves (After everybody leaves) And this party's just you and me (This party's just you and me) We don't gotta say we're done We can just wait up on the sun We still got a lot of moonlight left to go After all the bars are closed Mm-mm, mm-mm Mm-mm, mm-mm Mm-mm, mm-mm No, I don't care what we do On the dark side of the moon Just as long as I'm with you when it's time to go After all the bars are closed All the bars are closed",42,45,42,14,2024,394,386,sadness,0.6958410739898682,0.01797379180788994,0.011881690472364426,0.005051399115473032,0.015778424218297005,0.1749194711446762,0.6958410739898682,0.0785541757941246
